name,name_zh,name_en,type,programs,programs_en,country,country_en,listed_on,remarks,local_name,aliases,address,registration_number,website
ZAO Elmiks-VS,,ZAO Elmiks-VS,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-03-15,"Local name: Закрытое Акционерное Общество «Элмикс-ВС» (ЗАО «Элмикс-ВС»)；A.k.a: CJSC Elmiks-VS ｜ Address(es): 191014, St. Petersburg, Artilleriyskaya Str., 1, Letter А, Premises 26-N, Russian Federation Telephone: + 8 (812) 332-69-92; + 7 (812) 275-47-27; + 7 (812) 252-62-82 W",Закрытое Акционерное Общество «Элмикс-ВС» (ЗАО «Элмикс-ВС»),CJSC Elmiks-VS,"191014, St. Petersburg, Artilleriyskaya Str., 1, Letter А, Premises 26-N, Russian Federation",,
ZAO Sparta,,ZAO Sparta,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-03-15,"Local name: Акционерное Общество «Спарта» (АО «Спарта»)；A.k.a: AO Sparta ｜ Address(es): 191028, St. Petersburg, Mokhovaya Str., 18, Letter A, Premises 7N, Russian Federation; 196084, St. Petersburg, Izmailovskoye Municipal District, Krasutskogo Str., 4b, ",Акционерное Общество «Спарта» (АО «Спарта»),AO Sparta,"191028, St. Petersburg, Mokhovaya Str., 18, Letter A, Premises 7N, Russian Federation; 196084, St. Petersburg, Izmailovskoye Municipal District, Krasutskogo Str., 4b",,
ZAO Svyaz Inzhiniring,,ZAO Svyaz Inzhiniring,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-03-15,"Local name: Акционерное Общество «Связь Инжиниринг» (АО «Связь Инжиниринг»)；A.k.a: Svyaz Engineering ｜ Address(es): 115404, Moscow, 6th Radialnaya Str., 9, Russian Federation; 127083, Moscow, 8 Marta Str., 10, Building 3, Russian Federation Telephone: + 7 (910) 404-23-24; + 7 (495) ",Акционерное Общество «Связь Инжиниринг» (АО «Связь Инжиниринг»),Svyaz Engineering,"115404, Moscow, 6th Radialnaya Str., 9, Russian Federation; 127083, Moscow, 8 Marta Str., 10, Building 3, Russian Federation",,
46th TSNII Central Scientific Research Institute,,46th TSNII Central Scientific Research Institute,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-06-03,"Local name: Федеральное Государственное Бюджетное Учреждение «46 Центральный Научно-Исследовательский Институт» Министерства Обороны Российской Федерации (ФГБУ «46 ЦНИИ» Минобороны России)；A.k.a: 46 TsNII; 46 TsNII MO RF ｜ Address(es): 129327, Moscow, Chukotskiy Proezd, 10, Russian Federation Teleph",Федеральное Государственное Бюджетное Учреждение «46 Центральный Научно-Исследовательский Институт» Министерства Обороны Российской Федерации (ФГБУ «46 ЦНИИ» Минобороны России),46 TsNII; 46 TsNII MO RF,"129327, Moscow, Chukotskiy Proezd, 10, Russian Federation Teleph",,
Alagir Resistor Factory,,Alagir Resistor Factory,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-06-03,"Local name: Открытое Акционерное Общество «Алагирский Завод Сопротивлений» (ОАО «АЗС»)；A.k.a: Alagirsky Resistor Factory; OJSC ""AZS"" ｜ Address(es): 363240, Republic of North Ossetia - Alania, Alagir, L. Tolstoy Str., 202, Russian Federation Telephone: + 7 (86731) 2-22-25, + 7 (928) 863-80-77 Website",Открытое Акционерное Общество «Алагирский Завод Сопротивлений» (ОАО «АЗС»),"Alagirsky Resistor Factory; OJSC ""AZS""","363240, Republic of North Ossetia - Alania, Alagir, L. Tolstoy Str., 202, Russian Federation",,
All-Russian Research Institute of Optical and Physical Measurements,,All-Russian Research Institute of Optical and Physical Measurements,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-06-03,Local name: Федеральное Государственное Бюджетное Учреждение «Всероссийский Научно-Исследовательский Институт Оптико-Физических Измерений» (ФГБУ «ВНИИОФИ»)；A.k.a: All-Russian Research Institute for Optical and Physical Measurements Federal State Budgetary Institution; FGBU VNIIOFI; FSUE VNIIOFI ｜ Ad,Федеральное Государственное Бюджетное Учреждение «Всероссийский Научно-Исследовательский Институт Оптико-Физических Измерений» (ФГБУ «ВНИИОФИ»),All-Russian Research Institute for Optical and Physical Measurements Federal State Budgetary Institution; FGBU VNIIOFI; FSUE VNIIOFI,,,
All-Russian Scientific-Research Institute Etalon JSC,,All-Russian Scientific-Research Institute Etalon JSC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-06-03,"Local name: Акционерное Общество «Всероссийский Научно-Исследовательский Институт «Эталон» (АО «ВНИИ «Эталон»)；A.k.a: VNII Etalon JSC ｜ Address(es): 125040, Moscow, 1st Yamskogo Polya Str., 19, Russian Federation Telephone: 8 (499) 251-37-71 Website: http://vnii-etalon.ru/ Email: info@vnii-etalon.ru",Акционерное Общество «Всероссийский Научно-Исследовательский Институт «Эталон» (АО «ВНИИ «Эталон»),VNII Etalon JSC,"125040, Moscow, 1st Yamskogo Polya Str., 19, Russian Federation",,http://vnii-etalon.ru/
"Almaz, JSC",,"Almaz, JSC",entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-06-03,"Local name: Акционерное Общество «Алмаз» (АО «Алмаз»)；A.k.a: Almaz ｜ Address(es): 344093, Rostov Oblast, Rostov-on-Don, Tupolev Str., 16, Russian Federation Telephone: + 7 (863) 252-60-00 Website: http://almazrostov.ru/ Email: info@almazrostov.ru Re",Акционерное Общество «Алмаз» (АО «Алмаз»),Almaz,"344093, Rostov Oblast, Rostov-on-Don, Tupolev Str., 16, Russian Federation",,http://almazrostov.ru/
Arzam Scientific Production Enterprise Temp Avia,,Arzam Scientific Production Enterprise Temp Avia,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-06-03,"Local name: Акционерное Общество «Арзамасское Научно-Производственное Предприятие «Темп-Авиа» (АО АНПП «Темп-Авиа»)；A.k.a: Temp-Avia Arzamas Research and Production Association JSC; OKB Temp; ANPP Temp-Avia ｜ Address(es): 607220, Nizhny Novgorod Oblast, Arzamas, Kirov Str., 26, Russian Federation Te",Акционерное Общество «Арзамасское Научно-Производственное Предприятие «Темп-Авиа» (АО АНПП «Темп-Авиа»),Temp-Avia Arzamas Research and Production Association JSC; OKB Temp; ANPP Temp-Avia,"607220, Nizhny Novgorod Oblast, Arzamas, Kirov Str., 26, Russian Federation Te",,
"Automated Procurement System for State Defense Orders, LLC",,"Automated Procurement System for State Defense Orders, LLC",entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-06-03,"Local name: Общество с Ограниченной Ответственностью «Автоматизированная Система Торгов Государственного Оборонного Заказа» (ООО «АСТ ГОЗ»)；A.k.a: AST GOZ LLC ｜ Address(es): 117393, Moscow, Profsoyuznaya Str., 78, Building 1, Russian Federation Telephone: + 7 (495) 811-18-18 Website: http://www.astg",Общество с Ограниченной Ответственностью «Автоматизированная Система Торгов Государственного Оборонного Заказа» (ООО «АСТ ГОЗ»),AST GOZ LLC,"117393, Moscow, Profsoyuznaya Str., 78, Building 1, Russian Federation",,http://www.astg
Dolgoprudniy Design Bureau of Automatics (DDBA JSC),Dolgoprudniy Design Bureau of Automatics,DDBA JSC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-06-03,"Local name: Акционерное Общество «Долгопрудненское Конструкторское Бюро Автоматики» (АО «ДКБА»)；A.k.a: DKBA JSC; Dolgoprudno Design Bureau of Automation; Joint Stock Company ""Dolgoprudnenskoe Design Bureau of Automatics"" ｜ Address(es): 141700, Moscow Oblast, Dolgoprudny, Letnaya Str., 1, Russian Fed",Акционерное Общество «Долгопрудненское Конструкторское Бюро Автоматики» (АО «ДКБА»),"DKBA JSC; Dolgoprudno Design Bureau of Automation; Joint Stock Company ""Dolgoprudnenskoe Design Bureau of Automatics""","141700, Moscow Oblast, Dolgoprudny, Letnaya Str., 1, Russian Fed",,
Electronic Computing Technology Scientific-Research Center JSC,,Electronic Computing Technology Scientific-Research Center JSC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-06-03,"Local name: Акционерное Общество «Научно - Исследовательский Центр Электронной Вычислительной Техники» (АО «НИЦЭВТ»)；A.k.a: NICEVEY; NICEVT ｜ Address(es): 117587, Moscow, Varshavskoye Shosse, 125, Russian Federation Telephone: + 7 (495) 319-17-90 Website: http://nicevt.ru/ Email: info@nicevt.ru Regi",Акционерное Общество «Научно - Исследовательский Центр Электронной Вычислительной Техники» (АО «НИЦЭВТ»),NICEVEY; NICEVT,"117587, Moscow, Varshavskoye Shosse, 125, Russian Federation",,http://nicevt.ru/
"Electrosignal, JSC",,"Electrosignal, JSC",entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-06-03,"Local name: Акционерное Общество «Электросигнал» (АО «Электросигнал») ｜ Address(es): 394026, Voronezh Oblast, Voronezh, Elektrosignalnaya Str., 1, Russian Federation Telephone: + 7 (473) 246-10-51; + 7 (473) 221-04-94 Website: http://elektrosignal.ru/ ",Акционерное Общество «Электросигнал» (АО «Электросигнал»),,"394026, Voronezh Oblast, Voronezh, Elektrosignalnaya Str., 1, Russian Federation",,http://elektrosignal.ru/
JSC Energiya,,JSC Energiya,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-06-03,"Local name: Публичное Акционерное Общество «Энергия» (ПАО «Энергия»)；A.k.a: PAO ""Energiya"" ｜ Address(es): 399775, Lipetsk Oblast, Yelets, Elektrik Settlement, 1, Russian Federation jsc-energiya.com/ Telephone: + 7 (47467) 4-02-17 Website: https://jsc-energiya.com/ Email: m",Публичное Акционерное Общество «Энергия» (ПАО «Энергия»),"PAO ""Energiya""","399775, Lipetsk Oblast, Yelets, Elektrik Settlement, 1, Russian Federation jsc-energiya.com/",,https://jsc-energiya.com/
Engineering Center Moselectronproekt,,Engineering Center Moselectronproekt,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-06-03,"Local name: Акционерное Общество «МосЭлектронПроект» (АО «МосЭП»)；A.k.a: Moselectronproekt (JSC); MosEP JSC ｜ Address(es): 127299, Moscow, Kosmonavta Volkova Str., 12, Russian Federation Telephone: + 7 (495) 225-15-22 Website: https://mosep.ru/ Email: info@mosep.ru Registration number: 771",Акционерное Общество «МосЭлектронПроект» (АО «МосЭП»),Moselectronproekt (JSC); MosEP JSC,"127299, Moscow, Kosmonavta Volkova Str., 12, Russian Federation",771,https://mosep.ru/
Etalon Scientific and Production Association,,Etalon Scientific and Production Association,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-06-03,"Local name: Общество с Ограниченной Ответственностью «Научно-Производственное Объединение «Эталон» (ООО «НПО «Эталон»)；A.k.a: NPO Etalon LLC ｜ Address(es): 618740, Perm Krai, Dobryanka, Proezd Tsentralny, 3, Russian Federation Telephone: + 7 (34265) 2-29-13; + 7 (34265) 2-27-46; + 7 (342) 294-39-45 ",Общество с Ограниченной Ответственностью «Научно-Производственное Объединение «Эталон» (ООО «НПО «Эталон»),NPO Etalon LLC,"618740, Perm Krai, Dobryanka, Proezd Tsentralny, 3, Russian Federation",,
Evgeny Krayushin,,Evgeny Krayushin,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-06-03,"Local name: Евгений Краюшин ｜ Address(es): Moscow Oblast, Dmitrov, Zheleznodorozhniy Pereulok, 3, Building 41, Russian Federation; 117403, Moscow, Melitopolskaya Str., 9, Building 3, Russian Federation",Евгений Краюшин,,"Moscow Oblast, Dmitrov, Zheleznodorozhniy Pereulok, 3, Building 41, Russian Federation; 117403, Moscow, Melitopolskaya Str., 9, Building 3, Russian Federation",,
Foreign Trade Association Mashpriborintorg,,Foreign Trade Association Mashpriborintorg,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-06-03,"Local name: Акционерное Общество «Внешнеэкономическое Объединение «Машприборинторг» (АО «ВО «Машприборинторг»)；A.k.a: FTA Mashpriborintorg JSC; Joint Stock Company ""Foreign Economic Association ""Mashpriborintorg"" ｜ Address(es):105318, Moscow, Shcherbakovskaya Str., 3, Russian Federation; 105318, Mos",Акционерное Общество «Внешнеэкономическое Объединение «Машприборинторг» (АО «ВО «Машприборинторг»),"FTA Mashpriborintorg JSC; Joint Stock Company ""Foreign Economic Association ""Mashpriborintorg""","105318, Moscow, Shcherbakovskaya Str., 3, Russian Federation; 105318, Mos",,
